ClientID,Timestamp,Operation,Latency_us,Success
client2-1746469377460399627,2025-05-05T14:22:57.562601879-04:00,read,653,true
client4-1746469377460401451,2025-05-05T14:22:57.562620364-04:00,read,654,true
client0-1746469377460396652,2025-05-05T14:22:57.562629491-04:00,read,670,true
client3-1746469377460400689,2025-05-05T14:22:57.562709131-04:00,read,580,true
client1-1746469377460398575,2025-05-05T14:22:57.563009366-04:00,read,605,true
client0-1746469377460396652,2025-05-05T14:22:57.661942959-04:00,read,508,true
client4-1746469377460401451,2025-05-05T14:22:57.662160267-04:00,read,489,true
client2-1746469377460399627,2025-05-05T14:22:57.66230012-04:00,read,503,true
client3-1746469377460400689,2025-05-05T14:22:57.662523901-04:00,read,497,true
client1-1746469377460398575,2025-05-05T14:22:57.66285798-04:00,read,458,true
client1-1746469377460398575,2025-05-05T14:22:57.76289605-04:00,read,481,true
client2-1746469377460399627,2025-05-05T14:22:57.762952376-04:00,read,518,true
client4-1746469377460401451,2025-05-05T14:22:57.76296477-04:00,read,536,true
client3-1746469377460400689,2025-05-05T14:22:57.762971242-04:00,read,532,true
client0-1746469377460396652,2025-05-05T14:22:57.762984847-04:00,read,561,true
client0-1746469377460396652,2025-05-05T14:22:57.861940632-04:00,read,509,true
client4-1746469377460401451,2025-05-05T14:22:57.862175604-04:00,read,494,true
client2-1746469377460399627,2025-05-05T14:22:57.862310848-04:00,read,503,true
client3-1746469377460400689,2025-05-05T14:22:57.862541081-04:00,read,500,true
client1-1746469377460398575,2025-05-05T14:22:57.862861063-04:00,read,451,true
client1-1746469377460398575,2025-05-05T14:22:57.962867023-04:00,read,457,true
client2-1746469377460399627,2025-05-05T14:22:57.962964857-04:00,read,530,true
client4-1746469377460401451,2025-05-05T14:22:57.962985677-04:00,read,558,true
client0-1746469377460396652,2025-05-05T14:22:57.962990947-04:00,read,571,true
client3-1746469377460400689,2025-05-05T14:22:57.962997288-04:00,read,555,true
client0-1746469377460396652,2025-05-05T14:22:58.061951089-04:00,read,518,true
