ClientID,Timestamp,Operation,Latency_us,Success
client1-1746468769289449297,2025-05-05T14:12:49.3097375-04:00,write,5602,true
client3-1746468769289451421,2025-05-05T14:12:49.311319667-04:00,write,7154,true
client0-1746468769289447423,2025-05-05T14:12:49.311338011-04:00,write,7192,true
client2-1746468769289450359,2025-05-05T14:12:49.311366795-04:00,write,7214,true
client4-1746468769289452132,2025-05-05T14:12:49.311377155-04:00,write,7218,true
client1-1746468769289449297,2025-05-05T14:12:49.323895979-04:00,write,7432,true
client0-1746468769289447423,2025-05-05T14:12:49.326994259-04:00,write,10521,true
client2-1746468769289450359,2025-05-05T14:12:49.327025358-04:00,write,10547,true
client3-1746468769289451421,2025-05-05T14:12:49.327033032-04:00,write,10544,true
client4-1746468769289452132,2025-05-05T14:12:49.327038202-04:00,write,10554,true
client1-1746468769289449297,2025-05-05T14:12:49.334832758-04:00,write,5684,true
client0-1746468769289447423,2025-05-05T14:12:49.33626887-04:00,write,7112,true
client3-1746468769289451421,2025-05-05T14:12:49.33629057-04:00,write,7118,true
client2-1746468769289450359,2025-05-05T14:12:49.336313253-04:00,write,7151,true
client4-1746468769289452132,2025-05-05T14:12:49.336318613-04:00,write,7152,true
client0-1746468769289447423,2025-05-05T14:12:49.347731497-04:00,write,6291,true
client1-1746468769289449297,2025-05-05T14:12:49.349576238-04:00,write,8144,true
client3-1746468769289451421,2025-05-05T14:12:49.349589503-04:00,write,8134,true
client4-1746468769289452132,2025-05-05T14:12:49.349619419-04:00,write,8169,true
client2-1746468769289450359,2025-05-05T14:12:49.34962534-04:00,write,8180,true
client1-1746468769289449297,2025-05-05T14:12:49.360154401-04:00,write,6445,true
client0-1746468769289447423,2025-05-05T14:12:49.362070917-04:00,write,8354,true
client2-1746468769289450359,2025-05-05T14:12:49.362100743-04:00,write,8379,true
client4-1746468769289452132,2025-05-05T14:12:49.362105983-04:00,write,8379,true
client3-1746468769289451421,2025-05-05T14:12:49.362112516-04:00,write,8380,true
client1-1746468769289449297,2025-05-05T14:12:49.371961817-04:00,write,5750,true
client0-1746468769289447423,2025-05-05T14:12:49.373512896-04:00,write,7293,true
client2-1746468769289450359,2025-05-05T14:12:49.373531551-04:00,write,7307,true
client3-1746468769289451421,2025-05-05T14:12:49.373543113-04:00,write,7309,true
client4-1746468769289452132,2025-05-05T14:12:49.373554294-04:00,write,7325,true
client1-1746468769289449297,2025-05-05T14:12:49.384020687-04:00,write,5383,true
client0-1746468769289447423,2025-05-05T14:12:49.385884544-04:00,write,7240,true
client4-1746468769289452132,2025-05-05T14:12:49.385915061-04:00,write,7254,true
client2-1746468769289450359,2025-05-05T14:12:49.385920271-04:00,write,7265,true
client3-1746468769289451421,2025-05-05T14:12:49.385926573-04:00,write,7260,true
client0-1746468769289447423,2025-05-05T14:12:49.399013256-04:00,write,7963,true
client1-1746468769289449297,2025-05-05T14:12:49.401059877-04:00,write,10017,true
client2-1746468769289450359,2025-05-05T14:12:49.401089803-04:00,write,10034,true
client4-1746468769289452132,2025-05-05T14:12:49.401095754-04:00,write,10035,true
client3-1746468769289451421,2025-05-05T14:12:49.401102206-04:00,write,10036,true
client0-1746468769289447423,2025-05-05T14:12:49.412299885-04:00,write,9138,true
client1-1746468769289449297,2025-05-05T14:12:49.41404023-04:00,write,10323,true
client3-1746468769289451421,2025-05-05T14:12:49.414048515-04:00,write,10320,true
client2-1746468769289450359,2025-05-05T14:12:49.414053675-04:00,write,10769,true
client4-1746468769289452132,2025-05-05T14:12:49.414058835-04:00,write,10670,true
client1-1746468769289449297,2025-05-05T14:12:49.426088048-04:00,write,9953,true
client0-1746468769289447423,2025-05-05T14:12:49.433932578-04:00,write,17790,true
client2-1746468769289450359,2025-05-05T14:12:49.434031103-04:00,write,17883,true
client3-1746468769289451421,2025-05-05T14:12:49.434043617-04:00,write,17886,true
client4-1746468769289452132,2025-05-05T14:12:49.434063154-04:00,write,17910,true
client0-1746468769289447423,2025-05-05T14:12:49.441359552-04:00,write,7423,true
client1-1746468769289449297,2025-05-05T14:12:49.44145427-04:00,write,12244,true
client3-1746468769289451421,2025-05-05T14:12:49.444530769-04:00,write,10484,true
client2-1746468769289450359,2025-05-05T14:12:49.4445525-04:00,write,10518,true
client4-1746468769289452132,2025-05-05T14:12:49.44456336-04:00,write,10497,true
